shopper_id,seniority,found_rate,picking_speed,accepted_rate,rating
43462959d64d5652387837e926a2d837,REVIEW,,21.24,1,
581ce53f1e32ce66bdbbe470071f6b05,REVIEW,,21.24,0.8333333333,
8904d224e2505c6a506d0c88b4b51227,ADVANCED,0.9173728814,15.66666667,0.88,4.87
ba0cd7cd97b4682aa780dfe0fa0ae18a,REVIEW,,21.24,1,
dca75bf5806a96ae3e4c63f08a22da94,ADVANCED,0.8974943052,16.1,1,4.89
bfe361300227f5ef5e6b5d30fa930d91,REVIEW,,21.24,0.8571428571,
d35330ce8d11833be03315666e0152a5,ADVANCED,0.8206,17.41,0.88,4.92
31998657df7c505b1a3b81993b8dcf06,REVIEW,,21.24,1,
191cb73752ffd22b07a4bbb93be71e78,ADVANCED,0.9093333333,14.56666667,1,4.8
84853f2ff712ad8773d031416a795e69,REVIEW,,21.24,0.4285714286,
c3458de718b297cb58c95b2f25211126,REVIEW,0.8922610015,14.3,0.68,4.96
f5f98fa3bafffece72a03fae47ad394a,REVIEW,,21.24,0.7142857143,
549c31eb9956e8dc8d0b201e6876aff5,REVIEW,,21.24,0.8888888889,
06a66217b8c9b5897c052c7090bb5922,ADVANCED,0.8356,19.74,1,4.8
92b1982ffa6c61a8b4d77d63794d5480,ADVANCED,0.904040404,16.03333333,0.92,4.96
7573f983cd2310aefdc4ff36a5802af9,REVIEW,,21.24,1,
8830bb40d377b0d7243e54586c27b84b,ADVANCED,0.9223602484,14.2,0.92,4.96
4b12291c0c9eaf52fe7e5d9233a93812,ADVANCED,0.9244851259,16.9,0.96,4.96
d371cdee4987a8de84a25a0221650387,ADVANCED,0.9080962801,29.31666667,0.96,4.88
d08f2e6056fef2aff7ec6f4371f2a617,REVIEW,0.8964912281,17.85,0.84,5
91b508d81eb559e384062d1c046594b9,ADVANCED,0.9004739336,17.875,0.96,5
1666493ce11d05c845591e1f5322175d,ADVANCED,0.860724234,23.18333333,0.96,5
5efd868d4be1ec1b03f99a3dfa934eaa,REVIEW,,21.24,0.8,
c1374f9c432f23ed3fd0893c791d3088,REVIEW,0.9061946903,1.316666667,0.8,5
40119f69eefb9b8f936befb91d99d77b,REVIEW,0.8976377953,16.53333333,0.7272727273,
423f07b8a55761f861ecf51480763130,ADVANCED,0.8866799205,7.983333333,0.92,4.91
eba5aa2bea1f2fd85b3b5c5ea50b46ec,REVIEW,,20.88333333,1,5
e3f948533178946743792903771d881b,ADVANCED,0.9399038462,16.38333333,1,4.8
9bedd0824c4b5c471ddac7ff9cba72f2,REVIEW,0.842883549,23.95,0.8,5
9feb3fe23073de1884d3f2fd2c3a02ef,REVIEW,,21.24,1,
fc0bf11f4d64666e41e0f9ed3e49d997,REVIEW,,21.24,0.8333333333,
5517176411aec23b4e0152bc3c037aa4,ADVANCED,0.8110687023,15.51666667,0.88,4.82
3cb3522e4052450a242012182f396888,ADVANCED,0.9180327869,14.46666667,1,5
972f5a1fda96b7407969ec2b2206fa69,ADVANCED,0.8965517241,18.91666667,1,4.68
59b1fa304599bf9ae818d8ce7b35cdd0,REVIEW,,21.24,1,
f5465ccb285f9f835f8feed64c141cee,REVIEW,,21.24,1,
54d984fa000e1325f9e27d3761f3bb68,REVIEW,,21.24,0.8333333333,
aec31367b29dea448683fd367f99d60c,REVIEW,0.9276315789,13.15,0.76,5
3a7dcdbb86cc3787a2d2fb3ef1e03330,REVIEW,0.9303482587,19.08333333,0.8,
925f99d3a7ec79db08ad638b82eba1b4,ADVANCED,0.8181818182,33.1,1,5
b9c7d9372cc3d8917bf996aee0b9fc1a,ADVANCED,0.877593361,16.26666667,1,4.92
65112b912de2e948e9b001bb506bc969,REVIEW,,23.06666667,1,
1936ea9f1ad6dbe4047c588e20c7eda8,ADVANCED,0.8425531915,18.4,0.92,4.96
4cdc54233d173f8081511e9ff3cf5a28,ADVANCED,0.8864541833,8.633333333,0.92,4.93
ec66f7cbe8d4f6a6bfb7333e975968ac,ADVANCED,0.9059304703,12.53333333,1,4.76
66051017d74cf8f738d6bd9e57f7c56b,ADVANCED,0.9290909091,10.05,0.96,4.92
f07dd447fb470a398413b634d5468467,ADVANCED,0.8896210873,17.73333333,0.96,4.92
97912e883c6254dbbe328985242d5056,REVIEW,0.9148148148,28.36666667,0.8,4.81
9142bad63a190c32bdc3f814975a175c,ADVANCED,0.8689788054,17.53333333,0.92,4.76
e33d1b653f5b26463f896e676a0e5b67,ADVANCED,0.880952381,16.7,1,
f643d2eea38092fff3ee86912069941f,REVIEW,,21.24,0.8,
f6c19624f3eeda4b7433ca706d8a7b40,REVIEW,,21.24,0.875,
51e328b2397978f7e03e4bad31cffc8f,ADVANCED,0.864,14.92,1,4.68
38a1eaea2a8d1ca36e532145f422c6b3,ADVANCED,0.9044834308,11.83333333,1,4.92
3cd818bedd90395346bce737dec49e3f,REVIEW,,21.24,0.8,
a5ff450936a07898745f6cce01c32dd9,REVIEW,0.801,24.94,0.44,4.84
c4522befd9d2d88ada97a0d3900539f1,REVIEW,0.9079903148,15.08333333,0.8,4.76
f3010c097d4ce083079bedef7296e3ec,ADVANCED,0.8889,7.17,0.88,4.88
df30747248edc5bc960a224462f602b6,REVIEW,,21.24,0.625,
b2d876ba4a36db60e72affbda9a2ff7b,ADVANCED,0.9431578947,11.8,0.96,5
ef44c917037cdc90282438eef1d510c9,REVIEW,,21.24,1,
06a71e8ab0c6db5ce22a4689fd76a3f4,ADVANCED,0.9053497942,14.93333333,0.96,5
f70d7e1746421ca16df04a309e2a6ad5,ADVANCED,0.9020044543,15.85,0.92,4.93
51418ba41825aa95be69734b7329f488,ADVANCED,0.9005934718,17.86666667,0.96,4.48
b9e02be40bad5cc26b79bc3f77b65ebf,ADVANCED,0.8916827853,16.91666667,1,4.88
a38023e0533d8721f0e4bfa5ac7c1886,REVIEW,,21.24,0.2,
213ead3f6b4b34307a9df2185b7b2b29,ADVANCED,0.8764940239,17.18333333,0.96,4.96
812b65aa0d7c78b9e064f5070ab55440,ADVANCED,0.9229,9.26,0.92,4.56
3c1203829d700ad85ffb7c9111fe4f93,ADVANCED,0.8442,12.8,0.92,4.64
121b2ae7aab363bae2950a185e8d4d17,REVIEW,0.9021113244,21.63333333,0.8,4.92
afaef4a1cd946ae465867fc03b0c4ce9,INTERMEDIATE,0.923245614,20.99166667,1,4.83
35598ff1923f17c700d0834d69d7dfc7,ADVANCED,0.9347826087,6.433333333,1,5
a835a38221b3898f573771a14a3e51b0,ADVANCED,0.8914728682,12.31666667,1,4.92
0af1418a9e934f0d2509029baa4c822d,REVIEW,,21.24,1,
a44f984e36c31383d767a36d0b2bd164,REVIEW,0.9068627451,28.01666667,0.68,5
758c1b37f84848ffe09061d17a595971,REVIEW,0.8916,22.44,0.32,4.96
1b33058f5b842a3808753b77ff9749bf,ADVANCED,0.8785249458,11.33333333,0.88,4.84
5a6e937e61e6920efdc5b11963b36c6c,REVIEW,,14.21666667,0.8,
af1cab08755a46a84f1f46f1aa3299a6,ADVANCED,0.8835227273,14.45,0.96,4.95
78216a105b3d63b349b9f1e0e73b3da7,ADVANCED,0.8888888889,13.08333333,1,4.84
5df1ef4e085264b6418cd8064eab65cf,REVIEW,0.8387096774,15.43333333,0.875,
4a9f1480ea2e1840d27ca1a5024d5a79,REVIEW,,21.24,1,
81b12972a22e3eedf4a9f194a7c10faf,ADVANCED,0.8948247078,12.63333333,1,5
1222d15a05ac3c9a80833c5e71e8a4e5,ADVANCED,0.9129692833,7.65,0.96,4.95
cec8203a5fda5883e5be21695d546686,ADVANCED,0.9017595308,11.75,1,4.84
16c84e74231c5e86257347591e879388,ADVANCED,0.9072356215,15.43333333,1,4.84
d00d187168342d413c7c58cedea7a39c,ADVANCED,0.8075,13.8,0.88,5
10419629fca2841643a5071caa2147a9,ADVANCED,0.8721,15.46,1,4.64
53e07018869e76c63941d6f30eb12c70,REVIEW,,21.24,0.625,
dda65eb10209914ac0ad44a3f871507f,REVIEW,,21.24,1,
0f1e9986217a42833799e8e6def4b6c1,REVIEW,,21.24,1,
226dde40340484300842100974dbbfb3,REVIEW,,21.24,1,
427ee842c7ce59764c707770a660903e,ADVANCED,0.8824593128,3.8,0.88,5
542a4e42e8d43aec1fe19ca612f87483,ADVANCED,0.8768656716,10.78333333,0.92,5
3c95892787988157c95d61fdd19e971f,ADVANCED,0.854,31.73,0.88,4.5
eb4069fb850553062d2b09babe1e4464,INTERMEDIATE,0.8440366972,18.45,0.9444444444,4.86
14ce77a550df3c974ad479b850406dae,REVIEW,0.8479262673,12.08333333,0.92,4.91
00a50c05bb57c14bff61b4ab4bb4ebf2,ADVANCED,0.8926940639,23.51666667,1,4.92
df90835738fc6293203cd51e4d872228,REVIEW,,21.24,1,
2f7b7e45f60725494966688d662525eb,REVIEW,,21.24,0.75,
44ce3fcbf2d1f10196e1a5d75f4fa97e,ADVANCED,0.9020833333,22.31666667,0.92,4.84
f55f3f3b63ffa4b277d2e0aaac34f4c2,REVIEW,,21.24,0.6,
0fbdcc56b55d137b00964e2187ec11d9,REVIEW,,21.24,0.7142857143,
8b003de59b9bbe10628aba397b764281,REVIEW,0.8819444444,23.73333333,0.72,4.8
bd13f5a034d44cfa85fa66343c6d2ffb,REVIEW,,21.24,1,
c923c7b8c37b016727b16024b6f8b981,REVIEW,,21.24,1,
6cfa4a03f5adccb5a16d82234284aecc,REVIEW,,35.35,0.8571428571,
ab5db6eb1251c34aa3894d4a695532be,REVIEW,,21.24,1,
9e4f07187d9f8c161e6bbedd78c8eda1,REVIEW,0.8606271777,11.23333333,0.68,4.84
cdf3fe46961e84c3d0b9ae5d5a2d23f3,REVIEW,,21.24,0.6666666667,
2e4ad359db0a5054da3e154913f51d95,INTERMEDIATE,0.8906976744,13.63333333,1,4.64
0ec3a0dbd9f51a038fd209714022e264,REVIEW,0.8367875648,20.65,0.96,4.72
19e3663cf2ec970bae2f8b38f62adb68,ADVANCED,0.9591836735,16.125,1,
761130047bcbcb026ffe8a207fe647e9,REVIEW,,21.24,1,
8207a4724391591ccb4b8d63bfee5771,INTERMEDIATE,0.8858075041,0.01666666667,1,4.94
2ae2f53454432b9929563322f4e9e2e7,ADVANCED,0.8780889621,19.08333333,0.96,4.92
e746b2b27960f98be0a670b34d13d44c,ADVANCED,0.9169960474,13.81666667,1,4.92
7205ff353f83e587f9bbf08dfc1e6335,ADVANCED,0.9093,13.63,0.96,4.52
3a44aae9f44e46ced67af0e75fb5ce1f,ADVANCED,0.8686868687,16.46666667,0.88,4.6
35256d6fee4998f200047a8138b2cad5,ADVANCED,0.9145129225,24.71666667,1,4.74
9fb2234ad4e0aaaf964f15abf00504ed,ADVANCED,0.8996,16.37,0.88,4.84
26e52d156e7f3e1b4fbd4c93af852772,REVIEW,,21.24,0.8,
49e23d22da79f45626c21faa35be86fd,ADVANCED,0.8617886179,20.33333333,1,4.88
d444a6ccf49c41d30102de009053d869,REVIEW,0.9146825397,11.43333333,0.84,4.9
d125f9946a1e2041f1f0371ce7a6e0d9,ADVANCED,0.8559602649,21.15,0.96,4.8
973dd895a756e97ee43a39672212f18e,ADVANCED,0.8638392857,11.15,0.96,4.89
d4a5203839fc7b66df0f9c01fb621ad1,ADVANCED,0.9077,12.21,0.96,4.84
1d5e451703be0ef243bfe6f60f58c2e3,REVIEW,0.877245509,21.46666667,0.84,5
a5a02f9f6b952ec91d157c187287a192,ADVANCED,0.9215116279,18.325,1,5
a914b0015a3e2e7eff197a0e3aa2e2e9,ADVANCED,0.8498,15.76,0.92,4.56
ed9da0707faa0a157bc2ed49227b60fa,REVIEW,,21.24,0.8571428571,
f0601b87a58b17971b029a7c68c51364,REVIEW,,21.24,0.625,
caeee4c21b77f31d48a5bc062b75a535,REVIEW,,21.24,1,
86ccabc7509195f0d2747b97fdcbd21d,ADVANCED,0.8804347826,14.75,1,4.88
47e079a2408b680d81ff7637e376ff66,ADVANCED,0.837,12.94,0.92,4.72
6637e83195b81d80882b70241e85afd4,ADVANCED,0.9331848552,12.1,1,4.96
5a00983df1f4b1d9c94c00dedb03676f,REVIEW,0.8877118644,10.55,0.76,4.96
0e7d0e17e2ddafe63f8b398fdabc8a06,ADVANCED,0.8695652174,12.2,0.96,5
6afab8f54cb611653a6610bd8daa2c4e,REVIEW,,21.24,0.6,
ea797465805c573c736f55c00913a5cc,REVIEW,,21.24,0.8,
33853a7bd80b6b7af18a2799e027055f,ADVANCED,0.9021406728,10.11666667,1,4.91
3e2da15c516b20848bcc524d6a5a36c8,REVIEW,,21.24,0.8,
35e748e993e5ef75be26d3b68df28d0b,REVIEW,,21.24,1,
28926556669f557900e6dc4e6bd485b2,REVIEW,0.8139534884,14.875,0.64,
f8d9d158897aa63610e430f4fc073a37,ADVANCED,0.9276859504,20.78333333,0.92,4.96
145beb67690cb50eaa71cdcf1b55099d,ADVANCED,0.8705035971,13.58333333,1,5
90a2d1f1c5f23be0d8be74139b41686e,ADVANCED,0.8278145695,12.26666667,0.96,4.68
a42ec460c238d9bdfcaf930a0385c8e2,REVIEW,0.8670520231,15.43333333,0.72,4.88
03f4c3c758420f86ea005161a7f10aee,ADVANCED,0.8883248731,14.65,1,4.9
c44f2afe8365ab9633127d9d2ab6d829,REVIEW,,21.24,1,
b27b7bd3d19a57c761b7e733bfe59629,REVIEW,,21.24,0.4444444444,
a6a021e0ab28e332ccb084260f43e549,REVIEW,0.9029345372,19.56666667,0.76,5
2b793cfb0662b50ba73dadeb4b7b1270,REVIEW,0.8861283644,26.95833333,0.56,5
08045a95a35c934be1d91eb686fcd3f3,ADVANCED,0.9126819127,13.21666667,0.92,4.93
0195d15c97daac5e3b407c165766340e,ADVANCED,0.9196428571,6.883333333,1,4.71
8e45f2e4e004e29cc15f1d06b4267055,REVIEW,0.8508,16.1,0.56,4.84
3484afa4878e6c0ee6f32ab873232c28,REVIEW,0.9022727273,1.183333333,0.76,4.87
7ae0000be28ada0b4649d82e693158cf,ADVANCED,0.8282,16.29,0.88,4.89
666820acd3a5e36beec616f154456003,ADVANCED,0.8832891247,16.26666667,1,4.68
08973b2b2774787d8611eb9a72dbe2cb,ADVANCED,0.887915937,10.65,0.88,4.92
e32002aa33dd0bf791f843ab209eca81,REVIEW,0.9230769231,16.68333333,0.72,4.72
1a4d37c4f3a1d2b33d63a464fbc4a433,ADVANCED,0.8637274549,16.96666667,0.96,4.84
a22b7b49cf1d834d5113badaa7a5bfab,ADVANCED,0.8869731801,14.25,0.96,4.72
8a0fa5d18b362a7af5aa62e1c32cee1e,REVIEW,,21.24,1,
76a1917a1b76597b21e819da7c31d449,ADVANCED,0.9450549451,5.55,0.88,5
8edb3815c95281ef3269dfabd363db6a,REVIEW,,21.24,0.8,
b49ed2d763e39e6834e0f5f35c754132,ADVANCED,0.9235880399,10.61666667,0.9565217391,4.57
05e785df8766f788bd746f0192d53702,REVIEW,,21.24,0.75,
c4118ad874aee91324c939812e502625,ADVANCED,0.9300567108,22.31666667,1,4.88
9c7cb44453afa960532ba7b9b5fa0799,REVIEW,,19.44,1,
ab7f08328b61a29815ca17c6d50fdb8b,REVIEW,,35.8,0.7777777778,
278acffa933e1a939119b261c2587dda,ADVANCED,0.9058577406,16.96666667,1,4.5
3e20d420d6b806652de292fdb2abf191,REVIEW,,21.24,0.6,
15545cd1f431f7ab6f5ae6b112855373,REVIEW,0.8187702265,14.91666667,0.64,4.84
199a599d1eb6716a9ba5b0703987b140,INTERMEDIATE,0.9274193548,14.4,1,
bd7024f9cb1d89ec133903b47f7e033e,REVIEW,0.9282511211,13.41666667,0.8,4.95
2ae7c5b6d91552fdd791265177ea007f,ADVANCED,0.916496945,15.38333333,0.92,4.92
d777e31fd0c824626588a7d184bc72e9,ADVANCED,0.8596112311,11,1,4.64
2f95da41a815ae4edb605e161edd8962,ADVANCED,0.9235955056,27.71666667,0.88,4.86
16cad0c70b129143942fe441ed920800,REVIEW,0.9067669173,7.133333333,0.8,4.96
72517b774b2d6b0d734acc2afd306e9f,REVIEW,,21.24,1,
4cd0c2b34eb8acea189b27fc4c58024f,REVIEW,,21.24,0.8333333333,
2d2d4f708d0f6151a2bf34b481ee7a3a,REVIEW,0.9269662921,11.01666667,0.8,4.96
418affe4bbb54d4008de064f209a4c94,ADVANCED,0.8820224719,23.13333333,1,4.76
24935d709b23e6c9a5fe60aa38463649,ADVANCED,0.904,7.283333333,1,
1609cf8fac8894c948b2adeec64104d5,ADVANCED,0.9029462738,20.75,1,4.96
7d9d40be9d134fbe01a31045292e0404,BEGINNER,,21.24,,
98bbf033c2f07c41366ff57220c89fba,ADVANCED,0.910321489,21.56666667,1,4.91
a98843ada03470530f3fcc3b3569da48,ADVANCED,0.8668,2.67,0.92,4.84
09cf09126041516931e8bb4509e73857,ADVANCED,0.8837209302,13.7,0.96,5
4bf9a2df4dcc5a8050bae9ea6c69be9f,ADVANCED,0.9178515008,11.88333333,0.92,4.88
31c120b3533506ed70a3bf8b43c6042d,REVIEW,0.8764940239,18.125,0.84,4.64
be8196f6efd4aa2610914e2af0dee6f8,REVIEW,,21.24,0.8,
d21544e7c5d3fc1bd24e0d9378282f5e,REVIEW,,21.24,0.8,
087ab65ceca40dbef697f585dc159d5d,ADVANCED,0.8243478261,17.66666667,0.96,4.92
228d7c5080751fe6300485612d59437a,REVIEW,0.903030303,7.833333333,0.52,5
96a2d44a5ebef872080cea1f24526a02,ADVANCED,0.9171974522,16.36666667,1,
15694e6fc0a2b5ec18aead84d8723ad0,ADVANCED,0.8602941176,16.65,0.96,5
ce480f94ccbbc29823689eba2198a8e0,REVIEW,,21.24,0.6,
9b3d5f71c71eb352987057f144d90939,INTERMEDIATE,0.8937605396,19.66666667,0.96,4.92
9c6c9769ab8ef87a72a98a29e15c7e73,ADVANCED,0.8832951945,24.91666667,0.92,4.94
a24644604ac497fd65da58e918766935,ADVANCED,0.867,11.42,0.92,4.92
6f768b387110af900567d26172c77a57,ADVANCED,0.9109947644,11.66666667,0.96,5
f4ab3a5eeeaff3a96dd4e4490e9d5b0f,REVIEW,,21.24,0.6,
e38054a96a67541d63ab759569ae2f7f,REVIEW,0.8855140187,11.11666667,0.8,4.68
6a72d24bf2addfbb28a9197f9e39f85c,ADVANCED,0.902892562,18.13333333,1,4.92
2ccdd25c22ed55c72ad8fe91e96ce564,REVIEW,,21.24,1,
d83ddf50d20e486b475a7f6a7fb1c291,ADVANCED,0.9089184061,16.5,0.96,4.84
5893b71bdf6c7928d883cff547b34a6b,ADVANCED,0.8295218295,18.9,1,4.96
8bf976efa0ffa0aa254df135329b89ef,REVIEW,,21.24,0.3333333333,
c8cafff851de7b15f58d258552285336,ADVANCED,0.884279476,18.01666667,1,4.92
e05bbea1d330076d9a508130bf564051,REVIEW,,21.24,1,
6c0594a8516f06760d176e26532ec8c4,REVIEW,0.9133333333,17.925,0.9411764706,4.83
3e0acb25dee1f992d02032b15c4542db,REVIEW,0.8731182796,18.35833333,0.8,5
517fc3a16b383b6d92ded209d56b547b,ADVANCED,0.8945147679,19.6,0.96,4.88
2746c6b54da804fa24a7cd5065837729,ADVANCED,0.8942,7.63,0.92,4.61
744310525f077ddab2f4131f15868ac0,ADVANCED,0.903,11.57,0.96,4.8
126531aaa0c5f2edd7854be5e3efd15f,ADVANCED,0.908496732,21.85,0.92,5
ae708ea3416aaeae1c1d36a14ade2c80,ADVANCED,0.9157,15.07,0.92,4.64
e48fee04d20693dd3a5c8dd3a1635278,ADVANCED,0.9184952978,6.033333333,1,4.76
fe90c35e55f085cc3a77805f28aa4186,REVIEW,,21.24,0.3333333333,
bcb4366f775fe609b199299210056ac5,REVIEW,,21.24,0.4285714286,
46713162846d7c1d4d91ab6dfde967c2,REVIEW,,21.24,1,
bb243d053352ab63976bd8a12be2c5ee,REVIEW,,21.24,1,
0d7e4e3b6636aec076b986090750f20f,ADVANCED,0.9552980132,3.25,0.92,4.85
a8bba87d7580ffe563984d7e4531fb08,REVIEW,,21.24,0.8333333333,
48ec85fa69390489116f1f29b5ab7e9c,ADVANCED,0.9088983051,14.56666667,0.96,4.44
aea4dd76a312d58cd45b980e810d2b83,REVIEW,0.9166666667,12.46666667,0.68,4.56
5aa195b76c0f1fa22db33333e2bf3e24,REVIEW,0.8525754885,9.1,0.44,4.61
db4b1ad7632bcb77ecf473b37ef38ab6,REVIEW,,9.833333333,0.6666666667,
fdc50010d2f985ddf403980579dbb469,REVIEW,,21.24,0.6,
11dac2e426ca14ee5f8ef2cd6bb1ee5d,REVIEW,,21.24,0.8333333333,
b21c9b5ae1650090b7d609cea0ae127c,ADVANCED,0.920508744,20.03333333,0.88,4.96
c2a768d80d30dc8423dd288ba575054e,ADVANCED,0.8935,10.48,0.96,4.8
33f3515d9abc39e9dd91250cfa134156,ADVANCED,0.9210526316,11.20833333,0.9,
9e885f0a2485b238c103f25309602e7d,REVIEW,,21.24,0.8333333333,
845f87cb9d93cb728174f3e37ec4a63b,ADVANCED,0.8748,10.06,0.96,4.72
6c79c689b6f78b26a873f1d758e71ee7,ADVANCED,0.901384083,10.85,1,5
03ed79cd713af1c69e97d3474dd9f946,ADVANCED,0.8921389397,8.533333333,1,4.84
a621807df43ba935f777b480e50aac5b,REVIEW,0.9130434783,10.58333333,0.72,4.8
5a50c0b13dc4c3f6991f592c97058ccd,REVIEW,0.9199475066,3.333333333,0.72,4.8
7ab9f98f984fc15784248a8e3d4fee5d,REVIEW,,21.66666667,0.8333333333,
19e91c82dd4543c8e4fb1bd985246a8d,REVIEW,,12.93333333,1,
83ed1764d137717c8f050a3fb880c1d9,ADVANCED,0.8922495274,10.33333333,0.88,4.92
fe983c6a9e082a9abd40a209febf53ad,REVIEW,,21.24,1,
d9515e8bb64e10ea9cdc045ba02f1edb,ADVANCED,0.976,26.00833333,0.9411764706,
d1a1497c9c1a6f91363d20c1a574e9a0,ADVANCED,0.9227,9.77,0.96,4.88
d9ca4bff68e88b99e790a16b6c3477d0,ADVANCED,0.913897281,14.95,0.92,4.92
7670e84fe36a0a386608d6b057bca20e,REVIEW,,21.24,1,
c0a16f04ab175fc9a424534b34718079,REVIEW,,21.24,0.8888888889,
ab0eb697082dcdd7e2e843beada2c02c,REVIEW,0.8729281768,19.875,0.84,4.2
248e7ad53a50ece2076cb07ac0072083,REVIEW,,21.24,1,
8bf20a87e28335c7ac47191555fa2344,REVIEW,,21.24,0.4,
2b54defd177a70dd98dc0275812e2321,REVIEW,,21.24,1,
77c5c9a058a21ed38b961de70881a6af,REVIEW,,21.24,0.7142857143,
b09e9193195cc039f25b88bb09f05dca,REVIEW,,21.24,0.5,
fe01b411d1f76e85272f90e6793da293,REVIEW,0.8802521008,9.866666667,0.56,4.89
984097cd2ccc3d02764aa62b990f094a,REVIEW,,21.24,1,
616d342008d8504847c2dff0557247fd,REVIEW,,13.31666667,0.8333333333,
8be02176e6759aaa170ad3395da270de,REVIEW,,21.24,1,
c5b44197238c3961529ff2468073cc9e,ADVANCED,0.9070294785,16.75,0.96,4.94
e523940090c15edb815e5e808199e262,REVIEW,0.9015817223,10.33333333,0.8,4.92
d8f4fb8a4db7ba00fd1d213ca1f8a3bc,ADVANCED,0.9172661871,20.96666667,0.96,4.96
0b36b2345fc1cc03ced1cd2f65fb2258,REVIEW,0.9109311741,11.31666667,0.8,4.5
3cab46ff297ff9117599c7b57779d54c,ADVANCED,0.8770685579,15.06666667,1,4.52
3fe2a11dfa57ea1758d0c72ec71b4639,REVIEW,,21.24,0.8,
30f3e94dfdc0665076f6819eab5a8fab,REVIEW,0.8882681564,14.01666667,0.84,4.96
10924602939ed49cbfbc07b425fab946,REVIEW,0.9052287582,29.53333333,0.7826086957,5
50dfd7cb6fa566267696252858390698,REVIEW,0.8645598194,19.66666667,0.84,4.47
bf9be5b2c8f4c96880e37616f5d652d1,ADVANCED,0.8471953578,18.13333333,1,4.88
c270286bded842dd9a7a14bfe6b525f1,REVIEW,,21.24,1,
294d0326c5e1e54f13f2c01c87ecb680,REVIEW,,18.58333333,0.7142857143,
4c95112e16648114eb80f5c8115ae0dc,ADVANCED,0.89958159,11.45,1,4.96
5c58e97462bd045c4294a6fdd26e6c59,ADVANCED,0.9270588235,14.55833333,1,5
efca1e24aa23e26690e260782f4dd1aa,REVIEW,0.8483063328,10.28333333,0.72,4.27
8cc4ecc35871a21f9ed24568150c06ab,ADVANCED,0.9061728395,12.11666667,0.92,4.88
e14fe3af437c1e153490c920eee5c9ee,REVIEW,0.9039855072,8.25,0.84,4.67
e48599d9d4b707eef90834e9cdc3b254,INTERMEDIATE,0.8700265252,16.46666667,0.96,5
dcd9b7b1027072c865c34f9552abc898,REVIEW,,21.24,0.2,
a208c9ba51349de2313a790ab5664ec8,REVIEW,,21.24,0.5,
9d6a72176d65099f1dbe3d52467fe8b4,ADVANCED,0.8824701195,15.23333333,0.96,4.96
7bcb40af1d8ff5b2a62952c25ea7fe06,ADVANCED,0.8609794629,11.15,0.88,4.8
209f157a32ef2d23868be8886e06f9b9,BEGINNER,,21.24,,
08f0d18ff5309a3686bd15831e462863,ADVANCED,0.8668,6.79,0.88,5
d91f1e67775235abf59d40172a6643ca,REVIEW,0.8710801394,20.175,0.76,4.92
b0c64e6ba6353dc62c6e69c3ea7d6ca0,REVIEW,,21.24,1,
3b73d986e56b996ac084c4050a214012,REVIEW,0.9055299539,15.25,0.76,4.8
e2509332e28bf880ee711781605fec6a,REVIEW,,21.24,0.5,
98ed58df8195850462e2f252c0349937,REVIEW,,21.24,1,
50cf03ea2f04490b957f367c71280a8e,REVIEW,,21.24,1,
6b0f9f9061361527e628f9ff3c7381be,ADVANCED,0.8632,23.05,0.96,4.76
5395b05a9a9e83e16d12cf543ffc8c16,REVIEW,,21.24,1,
2d7f3012ec11931b492a43a0a685f01d,REVIEW,,21.24,1,
aa1ff5de987a6a2adf5b7d912fe3a340,ADVANCED,0.914893617,11.56666667,0.96,4.84
0f2e0ec0b1fabc55dd7591f08975f6f5,REVIEW,,19.44,0.8,
739bd62bf0342bc685483760c314a1af,REVIEW,,21.24,0.1666666667,
759f93311ca25b5789d16aaafb86af9b,REVIEW,,21.24,0.8333333333,
3499b0f854cf814e5a5942d68c321be6,REVIEW,,21.24,0.4,
9fb6c5a026f54d554d6cf762d4ebc174,REVIEW,,21.24,1,
2dba19f14275fcbf2d4ae85bf4ea9cd7,ADVANCED,0.845626072,15.91666667,0.96,4.8
7c9bde67fb3ee7b51e724136daf4f916,REVIEW,,27.98333333,1,
eb3d473de520edf6ca45f225acb96d2a,REVIEW,0.8824662813,30.73333333,0.84,4.79
6c23a56b967992190affd14449ebeef7,REVIEW,,21.24,1,
83661123a0bfb143325a284995736118,REVIEW,,21.24,1,
0a2e821045a62e09493ae703d5b36c48,REVIEW,,21.24,1,
c300dd5ee3fd2267f1875b7ecc280ff7,REVIEW,,21.24,0.2727272727,
8327862a07f8641ba3377c4b550e6437,ADVANCED,0.8903,18.39,0.88,4.71
7a1b20896ba70bee0bf05ee7fe48649d,REVIEW,0.8770053476,18.06666667,0.76,4.92
38f25e9660ee52a40977098ec5d2b5c0,ADVANCED,0.8791208791,12.28333333,0.96,4.92
78845b4651eb832f76a1c0c6a69e8b32,REVIEW,,21.24,0.75,
7e75e29e83f199d2295bf7fb3b6852fd,REVIEW,0.9133489461,10.65,0.6,4.84
477cfb7af9c1ce80717441a04090dc9c,REVIEW,,21.24,1,
b890f7353675723a08f7c807717a8e0a,REVIEW,,21.24,0.8,
f6c58026d80fd07e52e0f21c853c849b,REVIEW,,21.24,0.8,
d0c9ec20252b9738a9ea533b45ce321a,ADVANCED,0.9177057357,12.31666667,1,4.8
63bc544f279866679351d1a3b5ff6e32,ADVANCED,0.8742857143,11.075,1,
6cfd9fae5911f9ea72161e083db37899,REVIEW,,21.24,1,
